"Albion Street North","Albion Street South","Briggate","Briggate at McDonalds","Commercial Street at Barratts","Commercial Street at Lush","Dortmund Square","Headrow"
12,25,59,23,26,12,32,13
17,23,49,27,35,0,15,17
26,13,33,15,26,1,5,12
8,46,88,5,51,46,3,12
39,57,81,24,87,57,25,26
59,106,91,66,144,111,81,54
255,263,280,227,256,355,320,171
838,887,324,440,1116,994,763,375
758,883,326,638,1249,1394,1592,500
1286,1528,323,1133,1645,2341,2892,774
2893,3486,1374,1529,2207,3441,3960,1135
4275,5576,3259,2038,4199,6825,4209,1814
4750,6365,4820,1884,4185,7410,4840,1906
2595,2448,5547,1487,3083,5119,5138,1569
2020,2571,3950,1588,2586,3428,3362,1556
1640,2133,3217,1637,2134,3043,2306,1525
954,1254,1917,1170,1515,2446,3261,1106
1011,1225,1082,697,877,1184,1582,580
384,403,787,623,278,384,998,329
200,371,599,296,311,154,506,298
155,317,587,313,255,149,446,272
202,337,785,348,248,172,343,271
296,412,1072,397,234,182,260,276
204,239,857,235,210,126,191,191
235,223,640,224,110,72,179,100
121,115,558,188,86,60,102,102
138,165,831,291,100,106,144,73
59,82,493,97,16,31,46,47
73,88,192,39,37,67,53,22
49,64,154,55,62,44,43,27
96,94,123,110,139,159,102,69
171,177,165,234,181,280,177,80
405,465,432,485,525,804,444,313
909,1172,913,871,1201,2031,969,641
1660,2434,1789,1519,2140,3487,1519,1173
2286,3755,2965,1919,3269,4323,2201,1516
2768,5006,3940,2046,3408,4920,2934,1995
2935,5284,4665,2116,4053,5239,3047,2241
2995,4994,4422,1938,3459,4847,2691,1839
2395,3430,3535,1298,2246,3347,2156,1250
1439,1854,2084,762,1078,1656,1336,683
508,562,955,359,313,391,684,280
205,201,401,210,133,138,388,224
117,207,312,137,126,97,347,229
111,190,494,159,122,119,294,165
129,223,422,196,70,80,276,169
129,185,534,143,67,83,194,151
88,106,461,87,78,49,84,92
73,116,205,85,45,121,90,50
45,56,206,56,16,9,50,24
59,75,196,94,18,10,53,41
11,18,197,54,14,28,42,19
37,90,88,29,10,13,36,16
28,53,117,31,27,49,37,25
78,91,172,96,79,110,97,42
276,281,202,280,310,474,259,164
662,933,533,645,802,1316,671,498
1525,2375,1127,1306,1824,2755,1363,1019
2462,5048,2195,1933,2982,4557,2317,1593
4332,7771,3668,1798,3332,4873,4158,1968
4241,8894,6439,1885,4151,5831,4922,2282
3513,6793,8863,1674,4180,7026,5127,2430
3157,6565,6370,2092,4339,6265,3747,2322
2975,5343,6338,1997,3542,4623,2758,1889
1885,2757,3241,1541,1859,2574,1971,1100
831,1033,1624,643,528,722,882,488
220,256,451,257,210,186,515,321
155,266,437,194,177,71,409,245
156,269,613,226,158,67,339,299
186,264,658,224,137,89,307,307
315,322,665,190,123,128,221,199
178,159,508,116,121,80,129,66
127,134,491,108,80,32,90,101
263,173,481,123,60,33,94,55
115,137,352,95,41,13,91,43
40,46,201,48,43,47,36,14
17,19,112,24,18,15,22,11
14,17,59,22,5,7,24,7
12,10,30,28,11,13,24,36
26,19,69,47,56,40,39,36
87,73,71,144,114,98,86,75
178,147,155,334,214,282,286,194
341,364,466,560,424,590,465,434
536,488,789,748,529,684,718,475
555,472,940,778,640,723,729,486
425,342,1114,638,409,660,865,507
351,278,1116,484,306,434,787,409
207,182,922,320,226,291,406,307
37,32,442,220,170,199,534,290
133,133,357,263,259,153,303,183
91,88,368,236,105,84,220,158
83,160,473,227,198,81,191,159
91,148,657,178,189,56,160,137
111,175,731,255,189,81,155,157
152,138,805,231,207,76,164,72
59,84,778,169,168,38,113,57
72,87,420,85,134,24,54,43
48,56,350,88,102,13,64,50
50,49,336,98,89,16,61,13
24,22,330,60,78,9,27,14
61,109,221,42,92,55,49,10
16,55,145,30,68,61,75,19
60,79,155,43,93,87,45,42
111,90,110,145,89,177,115,70
213,306,217,227,253,331,257,143
531,690,436,579,618,899,502,407
1017,1567,1117,1092,1241,1893,1093,827
1584,2092,1963,1469,1727,2595,1381,1129
1878,2664,2666,1644,2408,3335,1825,1428
2171,2800,3037,1750,2611,3635,1874,1589
2039,2859,2806,1573,2364,3139,1854,1284
1236,1524,2252,1294,1495,2160,1573,1015
621,749,1387,826,630,965,1149,504
329,258,613,382,188,231,468,241
153,136,326,251,134,159,263,184
83,128,248,164,158,49,178,129
65,119,245,133,152,52,129,123
79,151,241,104,187,74,155,100
28,51,156,66,137,32,82,64
12,20,138,29,131,30,52,16
13,36,92,12,86,2,10,4
5,13,34,14,97,10,8,9
1,5,36,14,91,1,10,2
12,9,52,14,109,14,4,2
65,107,94,42,158,66,27,10
37,93,122,79,115,118,80,41
253,274,263,201,291,348,228,134
847,791,366,444,595,941,468,334
781,827,367,611,800,1147,597,492
1296,1534,911,1090,1558,2346,1185,878
2168,2943,1686,1709,2388,3717,2373,1266
3437,5348,3081,2170,4223,6437,3101,2111
4103,7624,4083,2208,4460,7230,3895,2306
2936,4838,3540,2160,3689,5040,3061,2043
2575,3843,3080,1983,3002,4175,2562,1667
2118,3000,2490,1788,2405,3162,2188,1468
2039,2605,2044,1428,1672,2320,1592,976
810,997,1285,730,584,722,979,432
278,288,471,415,252,289,567,246
145,260,347,212,233,115,377,170
77,175,288,164,200,58,257,187
69,127,323,181,233,103,291,118
98,151,280,90,187,158,134,64
24,35,195,44,121,33,59,49
20,24,119,23,75,35,60,9
23,30,63,19,57,15,18,16
7,9,42,9,13,1,12,7
11,31,72,1,18,21,10,5
15,60,50,5,102,83,86,20
50,170,116,28,136,157,93,47
309,331,328,188,266,367,290,129
969,917,401,363,666,748,582,394
877,1043,514,460,688,964,581,453
1068,1363,760,902,1171,1706,1024,771
1832,2536,1198,1552,1804,2793,1912,1189
3386,5442,2950,2102,3272,5392,3056,1872
3892,6362,3454,1894,3509,5643,2895,1933
2776,4034,2670,1521,2983,4052,2580,1502
2057,3605,2762,1610,2244,3423,2777,1592
2122,3100,2200,1654,2035,2748,2434,1343
1635,2180,1819,1475,1601,2258,2384,1071
629,734,1071,646,1239,715,1815,486
317,300,479,424,263,333,668,297
182,315,340,214,239,113,416,189
129,224,290,197,200,74,316,170
82,152,353,164,180,83,272,136
77,98,205,75,146,75,140,80
41,60,115,28,121,34,59,23
22,28,84,24,92,27,56,13
8,14,70,11,76,17,37,2
27,29,80,12,42,42,36,4
19,52,66,7,35,50,10,7
47,133,81,12,70,76,40,19
67,74,130,73,109,140,103,66
242,179,263,210,271,358,311,247
806,754,446,484,1402,1096,732,383
679,1371,219,554,1314,1114,1324,457
1138,1514,423,1085,1587,1974,2348,804
2509,3736,1494,1478,1933,3380,3176,1178
4847,6807,3968,1904,3458,6960,3909,1801
5917,7183,8158,1391,3512,7049,4252,2142
2408,2209,5874,1212,2939,5735,3462,1744
2036,2922,5052,1585,2527,4171,2471,1487
1727,2071,3294,1660,2207,3205,2299,1378
1517,2103,2051,1395,1799,2422,2482,980
723,928,1122,863,1177,973,1293,497
318,355,735,483,278,404,846,296
161,237,360,253,281,186,430,163
93,180,315,113,131,68,333,180
85,143,411,199,119,96,282,141
144,119,495,126,70,92,189,64
72,80,491,71,64,32,100,70
33,27,321,73,48,24,38,48
43,47,278,89,27,20,61,34
35,28,511,128,40,17,69,36
45,26,266,37,42,20,34,13
61,173,242,48,65,100,38,28
47,65,165,54,130,110,106,48
263,255,296,186,311,339,225,131
845,656,645,470,723,877,446,323
822,855,923,703,1127,1279,699,490
1101,1528,752,1118,1449,1997,2613,827
2187,3054,1594,1698,2262,3509,3293,1198
4199,6381,4144,1807,3737,6243,4518,1829
4348,7831,5501,1730,4056,7118,5083,1991
2713,4374,5045,1768,3428,5251,3930,1835
2308,4002,4278,1817,3051,4460,3278,1589
2086,2860,3289,1779,2477,3571,2263,1410
1571,2190,2052,1414,1614,2437,1999,1006
766,1013,1188,838,628,853,897,464
291,338,663,454,294,378,544,368
186,285,421,316,204,127,442,307
163,229,515,283,161,83,367,246
123,232,466,274,164,132,383,223
174,199,612,186,221,142,175,179
247,165,382,115,118,97,112,85
85,95,270,110,45,24,86,79
77,65,264,119,26,9,60,40
69,67,153,122,14,10,68,45
16,18,112,40,10,12,17,13
52,64,96,41,45,55,33,16
24,56,74,55,62,79,42,34
90,77,135,130,144,153,102,105
299,247,268,330,759,613,319,196
594,670,383,757,1132,1313,1003,493
1310,2166,681,1324,1803,2570,2429,835
2774,5713,2024,1529,2887,4142,3737,1381
4782,8080,5079,1387,3579,5470,4574,1935
4948,7770,8879,1204,4941,6132,5425,2303
3060,4163,9745,1216,4904,7920,5627,2176
2460,4880,8129,1647,4683,5923,4112,1975
2038,3471,4786,1854,3199,4059,2327,1605
1321,2049,2671,1399,1808,2561,1828,1028
684,973,1376,777,519,719,778,597
293,363,746,564,300,366,616,353
188,295,681,341,224,152,454,341
198,339,656,283,261,108,394,322
225,375,749,322,143,121,385,311
182,246,783,268,219,146,241,209
179,183,411,171,168,118,128,135
131,130,420,160,119,47,116,151
135,155,361,171,72,47,121,76
123,116,288,146,30,17,182,57
82,49,216,73,33,12,44,26
32,33,131,38,14,8,60,26
10,7,71,25,14,22,19,14
25,24,45,60,46,48,32,26
30,34,115,100,63,71,64,35
120,119,63,236,145,175,202,140
275,296,177,704,607,661,785,407
1017,1726,977,1225,991,1565,1671,629
1999,2570,2690,1424,1518,2053,2518,951
2181,2798,4316,1280,1873,2650,2625,1051
1108,710,4959,901,1716,2945,3304,1086
1176,1552,2939,1378,1696,2528,1798,983
908,1173,1658,1055,1129,1587,1138,687
446,593,835,539,284,368,541,304
126,158,423,271,141,164,262,180
74,91,209,240,116,120,174,175
74,85,188,209,74,47,147,119
48,91,204,95,89,40,110,61
60,76,154,106,80,55,80,71
51,47,141,63,54,45,51,55
13,17,133,28,17,21,30,25
13,17,56,16,38,28,16,12
12,6,20,7,4,2,5,4
6,11,26,15,8,8,13,7
30,6,40,2,3,1,3,3
10,52,52,20,72,84,58,7
78,137,129,47,96,92,97,45
257,255,253,196,158,369,256,140
863,895,511,519,411,996,497,362
792,883,676,81,719,1229,569,422
944,1254,887,874,1218,2039,1030,721
1704,2090,1343,1506,1890,2994,2011,1210
3919,5204,3168,2119,3358,5771,3968,1905
4799,6672,6009,1781,3668,7407,5137,1983
2385,2904,4696,1700,2802,4996,4006,1786
2088,2756,3312,1833,2637,4135,3199,1632
1671,1907,2730,1619,2062,3281,2445,1399
1758,2225,1896,1330,1737,2298,1767,978
725,854,1041,698,487,651,895,409
256,247,427,440,227,273,515,244
156,225,356,330,190,123,345,158
84,145,254,149,140,78,238,124
76,110,260,163,142,109,182,141
46,82,300,80,64,60,123,49
17,22,101,35,39,37,32,31
37,21,76,16,2,5,15,7
7,8,87,27,10,4,24,8
4,4,74,38,3,3,18,3
7,17,112,17,19,26,5,2
64,95,104,13,70,51,33,17
38,67,124,74,94,120,87,44
287,206,297,209,352,537,222,233
849,666,485,506,1404,1094,552,435
724,914,249,536,1193,1132,901,509
1183,1687,685,1120,1438,2052,2008,850
1711,2458,1353,1525,2025,3395,1858,1220
2761,4555,2586,2038,3545,6024,2765,1939
3589,6047,3519,2157,3546,5951,3184,1980
2300,3808,2787,1893,2786,4032,2458,1482
2094,2897,2409,1798,2571,3314,2228,1419
1971,2610,2027,1623,1971,2693,2000,1243
1885,2340,1705,1333,1426,2326,1523,868
805,853,1150,722,508,848,878,372
259,313,475,379,233,274,552,203
152,217,325,150,148,113,353,132
92,189,251,172,139,96,244,140
83,140,201,118,64,61,211,102
92,114,181,95,40,49,118,50
27,33,124,22,23,30,58,9
31,39,85,31,20,15,22,25
31,30,80,21,25,22,27,10
37,26,44,20,3,0,50,10
3,0,41,7,7,6,11,3
14,78,95,16,84,100,41,14
47,97,124,48,106,128,85,48
289,217,273,220,356,537,241,289
857,744,470,492,1458,1177,605,493
865,947,557,553,1012,1209,678,455
1011,1162,900,966,1289,1999,1144,736
1577,2124,1248,1486,2058,3110,1811,1125
2825,4274,2555,2109,3321,5684,2795,2014
3584,6201,3726,1994,3736,6251,3383,1986
2267,3838,3791,1528,2798,4894,3979,1551
2079,2876,3844,1662,2454,4091,3372,1450
2046,2763,2431,1714,2243,3262,2011,1342
1818,2537,2110,1420,1742,2821,1844,1050
758,970,1222,737,847,695,1311,492
271,275,643,454,244,285,646,290
198,253,395,241,233,171,479,215
115,172,353,205,139,66,310,188
81,144,321,155,118,94,319,139
120,136,248,94,100,108,157,70
46,48,166,33,22,32,58,29
9,21,70,22,6,5,33,21
16,20,64,31,4,2,27,8
28,31,83,27,19,25,23,11
6,5,52,13,5,9,6,3
16,69,83,20,68,75,32,15
43,134,145,72,80,101,87,50
307,355,414,266,326,341,273,144
920,911,605,485,882,1020,504,320
873,976,749,567,926,1175,623,473
1139,1438,955,1031,1368,2077,1009,779
1682,2338,1403,1511,2008,3161,1790,1205
2719,4242,2427,1951,3317,5513,2742,1921
3578,6196,3525,2035,3826,6078,3027,2071
2564,3996,2934,1925,2814,4145,2460,1708
2120,3359,2569,1833,2379,3453,2215,1519
2104,2919,2282,1705,2379,3164,1946,1273
2043,2553,2179,1520,1639,2369,1582,1016
1003,1202,1557,922,693,1008,900,483
423,409,729,509,298,349,582,375
177,222,398,262,201,161,409,198
130,197,344,179,107,75,349,215
92,213,411,190,174,139,269,113
138,185,488,179,133,90,203,95
87,171,469,114,32,19,99,68
66,68,389,86,48,33,94,48
73,104,265,100,68,53,56,25
67,57,363,159,22,22,78,38
8,36,331,48,12,32,41,9
15,91,186,33,68,60,41,22
47,85,172,83,156,168,125,44
284,311,315,182,289,371,282,133
892,852,563,524,807,969,512,340
836,939,724,690,1264,1299,913,466
1167,1361,848,1109,1690,2256,1534,778
2227,3111,1577,1668,2251,3440,2780,1268
3176,4962,3078,2081,4026,6338,3534,1917
4920,6339,7097,1539,4067,7326,5264,2155
2376,2348,6935,1095,3274,6356,5232,1746
2175,2337,5094,1747,2764,5233,4344,1763
1916,1577,3779,1753,2347,3990,3264,1627
851,1160,2105,1294,2291,3874,3155,1162
263,626,1263,783,1527,988,1879,569
323,405,696,511,323,409,687,307
255,336,488,312,241,164,503,256
189,343,460,228,183,109,397,273
179,301,597,263,217,155,338,256
156,200,477,204,202,178,230,186
212,213,467,150,117,76,149,87
119,92,321,122,34,29,85,65
90,115,226,133,41,23,62,56
91,114,206,107,15,13,59,65
37,12,141,34,14,5,29,17
27,45,93,34,39,54,49,15
28,87,96,62,41,57,40,31
70,59,185,113,171,322,81,118
271,232,207,359,835,675,269,206
523,799,246,747,1221,1350,1244,580
1217,2175,656,1370,2112,2522,2506,885
2525,5230,2437,1342,2986,4264,3941,1424
4548,7236,5308,1433,4103,5124,5128,1899
4935,7545,9318,1087,4718,6107,5581,2167
2983,3361,10405,1095,4578,7646,6120,2240
3052,3233,9437,1918,4459,7029,5506,2098
2146,1774,6465,1917,3434,4723,3772,1784
869,1135,2624,1352,2364,3841,3108,1016
84,435,1157,639,1297,921,1985,521
248,262,641,501,232,287,640,386
174,226,264,328,188,150,471,261
183,319,620,309,185,93,415,313
200,380,711,259,188,148,417,251
240,318,800,280,163,129,253,262
242,248,778,176,166,90,154,160
138,154,553,207,119,61,150,107
159,148,367,130,59,30,81,70
190,188,250,147,32,19,90,67
39,46,206,85,16,6,33,26
8,25,125,40,16,15,25,13
3,4,60,39,13,16,23,14
21,10,67,58,71,100,39,74
29,21,70,92,120,94,66,77
113,96,118,191,178,168,125,106
354,303,322,750,616,728,456,399
923,1223,1031,1021,1132,1813,957,714
1385,1785,1736,1416,1723,2566,1405,1024
1496,2075,2229,1572,1940,2718,1558,1122
1545,1982,2184,1573,2043,2873,1528,1197
1491,1881,2176,1312,1873,2619,1512,1057
1051,1286,1611,1050,1127,1621,1163,724
484,543,898,524,385,436,595,332
209,184,286,283,143,180,276,184
110,132,274,263,118,129,189,195
89,113,196,132,95,64,147,107
59,77,204,88,36,27,116,115
35,70,148,114,68,53,97,82
54,69,204,65,55,54,91,43
11,9,162,31,38,30,43,27
34,9,110,5,61,0,19,15
2,9,62,3,3,3,15,6
1,1,28,6,8,3,17,2
19,19,250,2,0,1,30,6
5,25,66,6,28,39,88,18
51,155,145,47,150,122,97,42
277,335,315,161,207,335,293,145
955,972,648,441,378,944,731,454
854,1168,934,482,952,1301,824,500
1031,1267,755,688,1149,1776,1209,690
1326,1721,944,984,1461,2200,1368,1037
2419,3195,1541,1652,2506,3795,2267,1700
2910,4128,2039,1861,2867,4208,2463,1626
1936,2495,1865,1631,2018,2676,1948,1191
1628,1903,1656,1566,1848,2508,1766,1300
1827,2039,1841,1428,1845,2447,1976,1139
1596,1804,1631,1204,1157,2011,1578,828
696,752,826,627,471,635,757,344
204,227,369,382,207,244,465,244
145,158,323,241,156,138,318,160
71,125,225,124,150,90,256,128
44,140,284,105,106,90,149,77
62,73,387,102,76,66,83,47
33,14,251,56,42,35,36,26
8,29,205,38,20,47,34,26
11,12,85,36,6,14,34,12
5,51,143,51,27,23,69,19
6,16,100,22,31,32,12,14
44,94,138,23,48,41,38,18
46,81,185,89,84,125,84,50
251,181,353,262,302,686,258,306
872,539,411,539,1152,1094,611,455
606,857,172,653,1305,1056,1222,532
728,1460,450,1035,1315,1545,2539,735
1945,2568,1407,1463,1416,2775,3541,941
4420,5195,3384,2000,3164,5476,5188,1624
4830,6876,5466,1893,3437,6850,5116,1730
1918,1822,3545,1293,2048,4114,4104,1326
1626,1452,2879,1402,1810,3394,3349,1253
1592,2161,2055,1509,1780,2670,2406,1288
1057,1471,1635,1243,1777,3107,2376,843
550,753,1008,646,631,706,1039,338
214,266,498,349,230,239,452,354
108,188,333,188,230,177,332,167
88,156,271,166,91,36,242,173
71,105,176,146,64,46,201,112
110,98,252,94,87,81,105,54
35,35,351,72,23,25,49,27
13,29,87,60,11,10,41,28
13,17,87,58,7,3,40,25
8,13,105,35,10,3,49,7
9,15,67,21,30,19,15,4
14,21,126,32,78,108,37,16
44,125,112,78,95,174,88,46
250,180,268,262,388,626,231,271
876,581,352,527,1623,1127,679,520
590,913,153,547,1560,1105,1003,463
713,1205,421,985,1495,1475,2409,705
1402,2551,1333,1499,1765,2386,3197,902
4225,5685,3715,1762,2982,5222,4946,1625
4592,6724,6555,1796,3301,6342,5262,1732
2178,2279,4488,1483,2075,3749,3436,1323
1768,1806,2706,1600,1924,3393,3105,1242
1726,1720,2756,1563,1762,3019,3019,1228
1640,2070,1900,1425,1455,2308,1844,891
832,937,1121,738,618,727,841,410
291,318,515,425,246,324,556,300
190,231,376,182,174,155,407,178
103,206,317,135,166,93,294,150
76,114,235,148,129,90,210,105
50,83,198,96,62,42,128,98
22,24,110,35,52,44,27,17
71,42,62,32,34,33,29,19
23,11,59,35,4,6,34,10
14,22,46,18,7,23,29,7
6,9,73,3,20,6,4,2
10,67,41,20,40,55,26,14
62,97,150,89,92,117,104,43
279,178,347,254,399,441,269,260
923,693,494,555,1584,1308,692,443
735,960,364,673,1622,1181,1258,507
830,1412,629,1157,1781,1736,2265,755
1670,2290,1385,1599,1881,2684,2713,1066
3677,4859,3410,2078,3174,5731,4599,1609
4587,6753,5698,1793,3160,6101,5192,1640
1990,1724,4104,985,2197,4101,4403,1301
1878,1413,3027,1474,1895,3567,3626,1159
1611,1396,2475,1601,1800,3447,3701,1405
1035,1312,1824,1341,2341,4094,3677,1216
154,567,1186,662,1686,1952,1787,460
327,323,603,496,248,302,635,429
171,187,329,237,201,165,406,193
130,209,274,188,163,91,318,130
131,158,333,187,155,119,250,139
115,146,415,116,104,92,130,78
41,66,417,90,63,29,109,55
42,46,243,86,53,31,60,35
40,43,178,151,30,32,66,19
22,34,255,89,25,9,81,44
13,44,122,17,38,46,40,10
9,23,111,62,42,42,58,25
47,115,165,63,133,117,117,48
265,289,294,233,266,348,252,158
931,895,635,561,905,968,565,372
882,1003,862,579,993,1303,775,547
1081,1400,1129,1104,1448,2286,1259,824
1814,2173,1451,1636,2165,3109,1938,1205
2800,3989,2541,2269,3456,5617,3316,1926
3674,5886,3762,2364,3734,6406,3546,2064
2289,3355,3027,1977,2860,3922,2599,1534
2052,2962,2610,1930,2570,3539,2559,1510
1995,2866,2688,1895,2417,3837,3028,1391
1643,2078,2289,1432,2176,3431,2452,1048
785,990,1401,869,1451,868,896,525
367,433,679,533,307,391,629,411
253,310,578,380,229,207,494,299
142,255,522,328,174,108,334,290
173,310,630,304,206,182,367,241
172,213,688,233,192,162,262,184
93,151,541,158,123,55,142,109
137,142,247,130,40,31,101,80
113,93,288,131,48,53,84,49
108,77,234,102,21,7,76,61
37,15,104,50,17,24,26,19
14,72,76,30,36,41,31,18
44,71,64,53,53,46,41,37
75,59,118,129,194,194,73,108
243,194,152,316,889,605,283,232
627,843,390,885,1364,1430,1040,647
1527,2240,1094,1522,2245,2720,2504,1129
3002,5887,3123,1823,3565,4573,3993,1814
4789,8095,6722,1098,4326,6066,4831,2394
5274,9082,10166,1356,5664,8178,5607,2785
5025,7052,11913,1306,6738,9094,6025,2824
4642,5144,10901,1836,5891,8647,5647,2637
2881,3333,7107,2072,4033,6357,4142,2177
1450,2449,3237,1594,2837,4672,2849,1297
659,944,1611,826,652,762,942,663
366,358,758,535,374,449,565,437
223,288,536,400,232,230,429,349
175,315,517,315,183,119,382,385
218,374,825,427,302,232,398,358
360,377,894,339,213,172,277,276
204,222,747,193,178,88,148,152
208,182,596,210,124,64,149,151
200,185,427,219,92,54,116,85
173,158,387,223,72,52,123,70
58,47,315,82,16,9,43,28
3,10,127,54,12,11,52,20
14,20,77,28,18,29,17,14
22,16,133,55,17,22,45,57
36,41,104,95,60,74,56,62
136,126,120,208,134,181,117,136
337,280,461,614,605,652,385,424
990,1386,1128,1117,1245,1746,1134,753
1589,2006,1974,1539,1832,2701,1747,1040
1804,2582,2805,1765,2256,3276,1849,1129
1795,2484,3176,1672,2518,3511,2148,1185
1633,2115,2428,1241,1747,2665,1721,1040
1030,1203,1559,969,1045,1750,1355,729
338,423,919,603,375,649,910,393
153,147,353,311,154,167,307,232
125,120,234,201,120,107,252,225
85,97,202,125,107,84,149,163
54,98,237,124,55,37,124,132
59,83,184,97,51,35,118,131
49,61,166,61,68,69,73,71
11,9,196,32,33,27,35,36
2,5,87,16,10,7,27,23
12,10,55,20,2,5,27,20
24,9,49,31,14,6,14,7
11,10,175,6,15,15,18,7
6,32,39,33,39,63,23,11
67,133,240,105,122,128,104,35
277,271,377,246,167,338,264,109
938,904,549,485,670,1056,632,295
838,954,776,548,989,1253,696,355
1010,1180,852,998,1373,1917,1182,606
1501,1763,1134,1405,1664,2550,1823,1024
2515,3448,2096,1873,2900,4909,2673,1579
3421,5452,3338,2014,3405,5971,3959,1680
2230,2605,2530,1721,2240,3381,2383,1523
1606,1838,1876,1618,2025,2835,2117,1406
1606,2012,1864,1656,1805,2817,2503,1185
1328,1836,1736,1241,1821,3110,2162,770
